,city,lat,lon,temp,hum,clo,win,country,date
369,berlevag,70.8578,29.0864,50.0,93,75,5.75,NO,1628887854
370,erenhot,43.6475,111.9767,70.66,45,93,3.47,CN,1628887856
371,mozarlandia,-14.7447,-50.5706,90.19,17,21,5.28,BR,1628887857
372,hanmer springs,-42.5167,172.8167,45.18,79,37,9.8,NZ,1628887858
373,nesna,66.1967,13.0213,55.92,84,24,6.71,NO,1628887862
374,san jose,37.3394,-121.895,92.52,56,40,11.5,US,1628887834
375,gualaquiza,-3.4,-78.55,73.0,72,88,3.47,EC,1628887864
376,la ronge,55.1001,-105.2842,75.45,38,75,6.91,CA,1628887866
377,dalbandin,28.8947,64.4101,87.96,8,40,2.73,PK,1628887867
378,nome,64.5011,-165.4064,45.16,66,90,9.22,US,1628887869
379,hamilton,39.1834,-84.5333,89.69,72,75,1.01,US,1628887822
380,kloulklubed,7.0419,134.2556,75.7,71,85,4.88,PW,1628887871
381,chernyshevskiy,63.0128,112.4714,56.84,87,100,2.53,RU,1628887873
382,le port,-20.9373,55.2919,69.8,74,1,5.26,RE,1628887874
383,toguchin,55.2353,84.3858,51.12,90,98,6.35,RU,1628887875
384,kerchevskiy,59.946,56.2884,60.58,70,2,8.48,RU,1628887877
385,timmins,48.4669,-81.3331,64.22,63,75,3.44,CA,1628887878
386,pirovskoye,57.6267,92.2658,52.86,99,100,4.09,RU,1628887880
387,puerto baquerizo moreno,-0.9,-89.6,74.39,69,75,13.8,EC,1628887881
388,esna,25.2934,32.554,93.22,18,0,12.73,EG,1628887882
389,bandarbeyla,9.4942,50.8122,75.96,85,23,28.72,SO,1628887884
390,cherskiy,68.75,161.3,53.22,82,98,15.43,RU,1628887885
391,port lincoln,-34.7333,135.8667,49.78,85,0,7.16,AU,1628887886
392,sinnamary,5.3833,-52.95,80.71,81,54,11.16,GF,1628887888
393,portland,45.5234,-122.6762,101.95,43,75,1.99,US,1628887625
394,turayf,31.6725,38.6637,82.65,36,0,13.8,SA,1628887890
395,grand gaube,-20.0064,57.6608,67.37,86,5,3.0,MU,1628887891
396,ankara,39.9199,32.8543,67.12,63,3,6.62,TR,1628887893
397,sao filipe,14.8961,-24.4956,77.22,76,46,5.46,CV,1628887895
398,amalapuram,16.5833,82.0167,78.66,89,100,4.07,IN,1628887896
399,yumen,40.2833,97.2,73.11,23,44,7.54,CN,1628887898
400,narrabri,-30.3167,149.7833,41.52,81,0,4.61,AU,1628887899
401,ciudad bolivar,8.1222,-63.5497,85.37,64,99,5.12,VE,1628887900
402,nyaunglebin,17.95,96.7333,75.94,96,100,4.92,MM,1628887902
403,san jose de guanipa,8.8872,-64.1651,83.25,65,100,3.29,VE,1628887903
404,nkowakowa,-23.8878,30.2871,44.65,80,100,10.22,ZA,1628887904
405,aksarka,66.5606,67.7975,59.04,95,100,4.79,RU,1628887906
406,pa sang,18.5262,98.9394,77.2,92,100,3.42,TH,1628887908
407,lahaina,20.8783,-156.6825,83.44,70,11,9.13,US,1628887817
408,pakokku,21.3333,95.1,82.02,75,100,11.74,MM,1628887911
409,tabou,4.423,-7.3528,75.56,80,82,8.23,CI,1628887912
410,goregaon,18.1667,73.3,76.73,88,100,2.37,IN,1628887913
411,port-cartier,50.0334,-66.8654,71.82,53,39,10.07,CA,1628887915
412,odweyne,9.4092,45.064,81.54,38,70,12.17,SO,1628887916
413,rocha,-34.4833,-54.3333,47.82,88,18,7.07,UY,1628887917
414,teknaf,20.8624,92.3058,80.11,88,100,5.41,BD,1628887919
415,mayo,38.8876,-76.5119,98.08,64,1,4.0,US,1628887808
416,tripoli,32.8752,13.1875,82.44,72,0,11.92,LY,1628887623
417,palu,-0.8917,119.8707,74.88,95,98,2.55,ID,1628887923
418,araouane,18.9048,-3.5265,90.43,41,100,25.43,ML,1628887925
419,hay river,60.8156,-115.7999,76.98,44,75,11.5,CA,1628887926
420,boma,7.0805,-2.1697,72.3,88,74,2.51,GH,1628887927
421,oktyabrskoye,43.0645,44.7417,68.14,88,100,4.47,RU,1628887929
422,banjar,-8.19,114.9675,78.66,90,31,4.72,ID,1628887930
423,akdepe,42.0551,59.3788,71.69,44,0,10.16,TM,1628887931
424,bikaner,28.0167,73.3,88.5,46,65,19.95,IN,1628887822
425,mumford,5.2618,-0.759,75.74,83,100,10.8,GH,1628887934
426,kantemirovka,49.7089,39.8592,64.83,92,100,7.65,RU,1628887935
427,cascais,38.6979,-9.4215,76.86,67,0,19.57,PT,1628887937
428,giovinazzo,41.1864,16.6674,84.43,87,0,3.44,IT,1628887938
429,kisangani,0.5167,25.2,69.42,97,93,1.72,CD,1628887939
430,lewiston,44.1003,-70.2148,94.32,58,1,6.91,US,1628887789
431,dhidhdhoo,6.8833,73.1,82.02,74,100,17.18,MV,1628887942
432,okhotsk,59.3833,143.3,59.74,87,14,2.35,RU,1628887943
433,clonakilty,51.6231,-8.8706,58.21,79,100,8.84,IE,1628887944
434,quelimane,-17.8786,36.8883,73.35,83,0,10.36,MZ,1628887946
435,dodge city,37.7528,-100.0171,82.26,68,100,1.01,US,1628887947
436,itarema,-2.9248,-39.9167,78.49,76,37,16.67,BR,1628887948
437,kathmandu,27.7167,85.3167,68.83,95,100,1.14,NP,1628887930
438,souillac,-20.5167,57.5167,67.35,94,20,5.75,MU,1628887951
439,conceicao do araguaia,-8.2578,-49.2647,95.13,31,0,8.05,BR,1628887952
440,solnechnyy,50.7214,136.6319,58.32,83,28,2.01,RU,1628887953
441,talaya,61.3833,152.75,66.56,64,60,0.43,RU,1628887955
442,bondo,3.8146,23.6866,69.01,98,92,0.98,CD,1628887956
443,barranca,-10.75,-77.7667,65.16,72,29,10.11,PE,1628887957
444,dongsheng,39.8161,109.9776,64.04,71,0,7.81,CN,1628887959
445,merauke,-8.4667,140.3333,76.48,86,69,13.22,ID,1628887960
446,tura,25.5198,90.2201,74.1,99,100,4.85,IN,1628887961
447,chunoyar,57.4467,97.3217,57.81,92,100,3.33,RU,1628887963
448,cap malheureux,-19.9842,57.6142,67.46,86,3,3.0,MU,1628887964
449,kamaishi,39.2667,141.8833,68.95,95,100,15.55,JP,1628887965
450,kropotkin,45.4375,40.5756,70.39,89,100,3.51,RU,1628887967
451,kilis,36.7161,37.115,75.43,49,0,5.57,TR,1628887968
452,le vauclin,14.5452,-60.8388,87.85,70,75,13.8,MQ,1628887969
453,kenora,49.8167,-94.4337,65.59,45,75,9.22,CA,1628887820
454,bloomfield,40.8068,-74.1854,98.87,45,1,1.01,US,1628887767
455,ternate,0.8,127.4,79.65,81,100,4.05,ID,1628887973
456,kapuskasing,49.4169,-82.4331,62.69,72,75,5.75,CA,1628887974
457,patitirion,39.15,23.8667,76.37,70,0,11.14,GR,1628887975
458,mount pleasant,32.7941,-79.8626,91.54,71,1,1.01,US,1628887977
459,shwebo,22.5667,95.7,78.67,87,100,10.4,MM,1628887978
460,maria aurora,15.7967,121.4737,74.48,88,35,1.54,PH,1628887979
461,idritsa,56.3316,28.8988,62.8,72,98,5.68,RU,1628887981
462,itacoatiara,-3.1431,-58.4442,76.39,94,100,2.73,BR,1628887982
463,chara,56.9064,118.2631,57.45,73,52,2.24,RU,1628887983
464,willowmore,-33.2926,23.4895,40.17,88,9,7.99,ZA,1628887986
465,srednekolymsk,67.45,153.6833,55.06,81,99,4.5,RU,1628887987
466,xining,36.6167,101.7667,49.87,86,40,3.51,CN,1628887988
467,khandbari,27.3747,87.2039,73.35,96,100,0.45,NP,1628887990
468,kaseda,31.4167,130.3167,79.86,90,100,22.59,JP,1628887991
469,riberalta,-10.9833,-66.1,88.0,35,0,5.75,BO,1628887992
470,lata,40.1629,-8.3327,66.34,78,0,2.04,PT,1628887994
471,okato,-39.2,173.8833,51.42,77,76,14.5,NZ,1628887995
472,grenfell,-33.9,148.1667,36.66,88,0,2.95,AU,1628887996
473,ettaiyapuram,9.1441,77.9907,80.15,67,96,12.21,IN,1628887998
474,kargat,55.1956,80.2811,54.01,73,100,6.2,RU,1628888000
475,qaqortoq,60.7167,-46.0333,47.98,88,35,3.76,GL,1628888001
476,shingu,33.7333,135.9833,79.92,94,100,13.76,JP,1628888003
477,mwinilunga,-11.7358,24.4293,62.47,24,0,2.91,ZM,1628888004
478,rio branco do sul,-25.19,-49.3142,52.12,99,100,2.48,BR,1628888005
479,maldonado,-34.6667,-54.9167,52.99,85,18,5.53,UY,1628887924
480,verkhoyansk,67.5447,133.385,62.55,53,100,2.68,RU,1628888008
481,airai,-8.9266,125.4092,55.98,54,5,3.96,TL,1628888009
482,alyangula,-13.8483,136.4192,69.67,88,40,0.0,AU,1628888011
483,dicabisagan,17.0818,122.4157,77.38,86,10,2.35,PH,1628888012
484,topeka,39.0483,-95.678,81.48,70,90,6.91,US,1628888014
485,jizan,17.3333,42.6667,88.74,50,62,2.62,SA,1628888015
486,mayumba,-3.432,10.6554,73.9,87,2,5.7,GA,1628888017
487,nigde,37.8333,34.75,59.05,69,1,6.17,TR,1628888018
488,trairi,-3.2778,-39.2689,78.3,76,64,13.38,BR,1628887935
489,krasnoarmeysk,51.0239,45.6969,65.07,56,100,7.29,RU,1628888021
490,bonavista,48.6499,-53.1147,69.12,87,76,11.43,CA,1628888022
491,kichera,55.9375,110.0997,62.15,69,53,0.56,RU,1628888023
492,arman,59.7,150.1667,55.38,90,100,1.77,RU,1628888025
493,taoudenni,22.6783,-3.9836,102.92,12,13,11.1,ML,1628888027
494,chabahar,25.2919,60.643,80.11,84,39,11.63,IR,1628888029
495,san juan,-31.5375,-68.5364,64.33,23,0,5.21,AR,1628887843
496,manokwari,-0.8667,134.0833,76.69,75,60,3.8,ID,1628888031
497,kamyaran,34.7956,46.9355,76.95,20,0,2.59,IR,1628888032
498,fukuma,33.7667,130.4667,75.2,89,100,24.56,JP,1628888034
499,chuy,-33.6971,-53.4616,49.66,87,31,6.42,UY,1628888035
500,lebrija,36.9208,-6.0753,92.03,54,0,2.3,ES,1628888037
501,port blair,11.6667,92.75,82.13,80,100,12.68,IN,1628888038
502,perth,-31.9333,115.8333,49.05,96,0,4.61,AU,1628888039
503,churapcha,62.0025,132.4325,63.09,51,28,2.68,RU,1628888041
504,save,8.0425,2.486,73.74,91,100,4.27,BJ,1628888042
505,gujar khan,33.2558,73.3026,84.74,58,3,9.24,PK,1628888045
506,farafenni,13.5667,-15.6,78.3,82,100,5.7,GM,1628888046
507,bogalusa,30.791,-89.8487,85.78,83,90,8.05,US,1628888048
508,suileng,47.25,127.0833,59.83,90,72,4.85,CN,1628888049
509,vuktyl,63.8567,57.3094,66.85,66,83,13.27,RU,1628888051
510,gilbues,-9.8317,-45.3439,83.97,27,27,4.72,BR,1628888053
511,spokane,47.6166,-117.3677,91.87,27,90,4.61,US,1628887811
512,andenes,69.3143,16.1194,49.98,93,90,11.5,NO,1628888056
513,bowen,-20.0167,148.2333,64.62,90,29,9.4,AU,1628888057
514,noyabrsk,63.1994,75.4507,55.42,94,100,8.34,RU,1628888058
515,cayenne,4.9333,-52.3333,77.09,89,90,1.99,GF,1628887831
516,bosobolo,4.1833,19.9,69.67,97,84,0.69,CD,1628888061
517,yeniseysk,58.4497,92.1703,53.04,99,79,2.93,RU,1628888062
518,necochea,-38.5473,-58.7368,55.04,56,0,8.97,AR,1628888064
519,thessalon,46.2501,-83.5666,74.16,54,60,14.54,CA,1628888065
520,dovolnoye,54.4958,79.6671,52.56,76,82,4.45,RU,1628888066
521,albuquerque,35.0845,-106.6511,88.93,40,40,1.99,US,1628887925
522,merrill,45.1805,-89.6835,73.58,43,40,12.66,US,1628888069
523,chaupimarca,-10.4333,-76.5333,47.46,51,97,7.14,PE,1628888070
524,luderitz,-26.6481,15.1594,60.85,36,0,17.6,NA,1628888071
525,florianopolis,-27.6146,-48.5012,56.43,77,75,11.5,BR,1628888073
526,iida,35.5197,137.8207,67.46,100,100,4.9,JP,1628888074
527,jalu,29.0331,21.5482,89.65,22,0,18.54,LY,1628888075
528,san cristobal,7.7669,-72.225,73.58,54,76,4.63,VE,1628888077
529,jieshi,22.8134,115.8257,81.45,85,100,9.24,CN,1628888078
530,fairbanks,64.8378,-147.7164,59.0,79,75,10.36,US,1628888029
531,thinadhoo,0.5333,72.9333,81.64,77,98,16.31,MV,1628888081
532,marovoay,-16.1,46.6333,75.34,76,0,3.6,MG,1628888082
533,sukumo,32.9333,132.7333,77.81,95,100,12.06,JP,1628888083
534,taybad,34.74,60.7756,79.92,22,0,12.01,IR,1628888085
535,dryden,49.7833,-92.7503,64.69,45,75,13.8,CA,1628888086
536,lebork,54.5392,17.7501,72.95,62,100,4.29,PL,1628888087
537,belz,47.6751,-3.168,64.09,90,0,7.43,FR,1628888089
538,aden,12.7794,45.0367,87.94,61,3,3.42,YE,1628888090
539,fairview,40.8126,-73.999,98.44,42,1,4.0,US,1628888091
540,egvekinot,66.3167,-179.1667,42.17,96,100,7.0,RU,1628888093
541,plainfield,40.6168,-74.4173,99.21,48,1,5.75,US,1628887922
542,areosa,41.7178,-8.8571,76.26,88,3,6.11,PT,1628888095
543,nemuro,43.3236,145.575,57.24,73,94,7.27,JP,1628888098
544,sarkand,45.41,79.9186,60.48,50,87,4.9,KZ,1628888099
545,katsuura,35.1333,140.3,73.51,89,100,25.7,JP,1628888100
546,uberlandia,-18.9186,-48.2772,81.61,24,0,6.91,BR,1628888103
547,jumla,29.2747,82.1838,62.64,95,100,0.69,NP,1628888105
548,ekhabi,53.5102,142.9671,59.04,75,17,7.25,RU,1628888106
549,ranong,9.9658,98.6348,79.3,87,100,10.31,TH,1628888107
550,praya,14.9215,-23.5087,79.34,69,75,13.8,CV,1628888109
551,show low,34.2542,-110.0298,83.3,34,20,6.91,US,1628888110
552,talisay,10.2447,123.8494,77.02,94,90,6.91,PH,1628888115
553,takoradi,4.8845,-1.7554,76.51,78,100,8.43,GH,1628888117
554,botwood,49.1499,-55.3482,72.9,88,99,9.84,CA,1628888119
555,ejido,8.5514,-71.2375,73.13,87,100,3.18,VE,1628888120
556,bardiyah,31.7561,25.0865,79.95,71,0,8.03,LY,1628888121
557,kieta,-6.2167,155.6333,79.88,84,82,4.54,PG,1628888123
